CustomerID,Recency_Days,Frequency_Orders,Monetary_Avg_Order_Value,Tenure_Days,Customer_Age,Acquisition_Channel,Country,Membership_Tier,Returns_Rate,Churn_Status,Future_1Year_CLV
CUST-10736,23,11,63.87,248,65,Paid Social,Germany,Platinum,0.099,0,4069.2
CUST-10737,77,5,72.98,205,31,Google Ads,France,Bronze,0.041,0,767.15
CUST-10738,27,8,240.48,61,64,Paid Social,France,Bronze,0.12,0,4113.54
CUST-10739,22,17,167.44,87,40,Google Ads,Indonesia,Bronze,0.021,0,6255.99
CUST-10740,28,9,188.77,188,34,Organic Search,United States,Silver,0.258,0,4565.06
CUST-10741,17,22,118.28,442,44,Paid Social,Australia,Gold,0.233,0,9806.5
CUST-10742,62,8,31.72,95,61,Organic Search,United Kingdom,Bronze,0.02,0,469.47
CUST-10743,32,14,146.72,77,30,Organic Search,United Kingdom,Silver,0.203,0,5571.87
CUST-10744,12,8,68.82,218,31,Paid Social,Indonesia,Gold,0.154,0,2172.07
CUST-10745,104,4,213.73,181,43,Paid Social,United States,Standard,0.064,1,375.38
CUST-10746,22,7,73.39,70,60,Google Ads,United Kingdom,Bronze,0.334,1,260.07
CUST-10747,36,3,137.38,86,28,Email Referral,Australia,Platinum,0.041,0,2387.76
CUST-10748,107,10,170.51,244,55,Paid Social,Indonesia,Standard,0.036,0,3084.56
CUST-10749,45,17,471.65,217,18,Direct,United Kingdom,Bronze,0.08,0,17194.21
CUST-10750,6,9,115.97,443,41,Direct,United States,Bronze,0.1,0,2286.83
CUST-10751,127,1,118.93,277,37,Direct,United States,Standard,0.098,1,147.27
CUST-10752,45,10,214.74,271,25,Email Referral,United Kingdom,Silver,0.318,0,5800.78
CUST-10753,19,5,108.0,69,25,Paid Social,France,Standard,0.268,0,966.57
CUST-10754,7,19,95.14,246,47,Paid Social,Australia,Bronze,0.16,0,3944.28
CUST-10755,72,13,80.89,275,35,Organic Search,France,Bronze,0.164,0,2305.19
CUST-10756,44,7,127.31,102,30,Email Referral,United States,Standard,0.055,0,1612.76
CUST-10757,35,18,88.66,249,63,Email Referral,United Kingdom,Standard,0.02,0,2911.24
CUST-10758,101,17,250.42,158,64,Email Referral,France,Bronze,0.47,0,9236.45
CUST-10759,70,9,184.87,247,53,Email Referral,United Kingdom,Standard,0.053,0,2936.24
CUST-10760,8,10,133.34,221,36,Organic Search,United Kingdom,Standard,0.195,0,2342.69
CUST-10761,17,17,126.27,244,30,Email Referral,Germany,Standard,0.103,0,3799.29
CUST-10762,13,11,77.95,459,58,Paid Social,United States,Silver,0.05,0,2239.44
CUST-10763,62,5,117.74,608,65,Paid Social,Germany,Standard,0.063,0,1100.19
CUST-10764,2,9,111.05,316,43,Paid Social,Indonesia,Standard,0.044,0,1839.65
CUST-10765,38,2,312.31,432,26,Organic Search,France,Silver,0.247,1,444.01
CUST-10766,65,16,107.2,83,51,Google Ads,United Kingdom,Standard,0.22,0,3170.46
CUST-10767,95,9,160.62,191,48,Organic Search,Indonesia,Bronze,0.428,1,765.2
CUST-10768,19,37,165.68,41,59,Email Referral,United Kingdom,Silver,0.191,0,16516.93
CUST-10769,78,35,67.48,138,24,Google Ads,United States,Standard,0.094,0,4257.37
CUST-10770,6,13,105.87,107,26,Organic Search,United Kingdom,Standard,0.507,0,2534.46
CUST-10771,85,7,182.34,463,57,Paid Social,Australia,Standard,0.063,0,2267.94
CUST-10772,7,4,62.51,151,43,Paid Social,United Kingdom,Platinum,0.109,0,1537.33
CUST-10773,23,5,352.55,226,69,Organic Search,Germany,Silver,0.22,0,4755.84
CUST-10774,72,6,131.62,168,68,Paid Social,Germany,Standard,0.079,1,381.02
CUST-10775,8,15,87.96,189,50,Paid Social,United Kingdom,Standard,0.257,0,2383.05
CUST-10776,12,15,54.77,331,50,Organic Search,Germany,Bronze,0.105,0,1754.7
CUST-10777,58,13,275.67,137,69,Paid Social,United Kingdom,Bronze,0.022,0,7786.33
CUST-10778,58,14,109.9,557,57,Organic Search,United States,Standard,0.11,0,2595.73
CUST-10779,47,14,158.91,105,21,Google Ads,Australia,Standard,0.382,0,3987.6
CUST-10780,54,5,60.12,522,45,Email Referral,United States,Silver,0.022,0,851.38
CUST-10781,36,20,80.45,56,21,Organic Search,Germany,Gold,0.084,0,6009.43
CUST-10782,14,15,207.69,169,64,Google Ads,United Kingdom,Standard,0.052,0,5572.59
CUST-10783,20,13,271.57,793,51,Paid Social,United Kingdom,Standard,0.262,0,6330.08
CUST-10784,10,8,71.65,194,66,Organic Search,Germany,Standard,0.224,0,1015.26
CUST-10785,108,13,156.44,268,57,Organic Search,France,Standard,0.042,0,3630.58
CUST-10786,40,7,155.02,261,65,Email Referral,United States,Standard,0.168,0,1902.32
CUST-10787,24,19,207.65,100,23,Organic Search,Germany,Standard,0.091,0,7098.08
CUST-10788,28,10,163.58,52,50,Organic Search,Australia,Bronze,0.098,0,3573.61
CUST-10789,133,15,179.46,200,22,Email Referral,Germany,Standard,0.126,0,4864.54
CUST-10790,8,12,30.88,57,36,Direct,France,Standard,0.087,0,718.35
CUST-10791,40,22,152.34,517,35,Paid Social,United Kingdom,Bronze,0.305,0,7229.17
CUST-10792,32,16,53.58,391,20,Paid Social,United Kingdom,Bronze,0.061,0,1914.68
CUST-10793,43,2,145.0,126,51,Direct,France,Silver,0.099,1,131.96
CUST-10794,1,17,223.9,341,19,Organic Search,France,Standard,0.24,0,6916.9
CUST-10795,93,6,139.0,150,18,Organic Search,United Kingdom,Standard,0.312,1,429.91
CUST-10796,122,10,181.74,177,52,Direct,United Kingdom,Standard,0.191,1,738.95
CUST-10797,38,10,202.75,315,68,Email Referral,United Kingdom,Silver,0.222,0,5497.66
CUST-10798,54,12,192.68,140,21,Organic Search,United Kingdom,Standard,0.009,0,4155.58
CUST-10799,116,6,144.72,143,52,Email Referral,Germany,Standard,0.164,0,1557.67
CUST-10800,56,7,151.37,300,25,Google Ads,United Kingdom,Standard,0.239,0,1910.56
CUST-10801,8,4,219.3,844,61,Organic Search,United Kingdom,Platinum,0.276,0,5021.71
CUST-10802,39,21,385.44,204,46,Paid Social,Germany,Platinum,0.24,0,46669.76
CUST-10803,42,3,76.61,112,53,Organic Search,Germany,Bronze,0.163,0,496.64
CUST-10804,25,17,94.22,123,31,Email Referral,Germany,Standard,0.274,0,2826.9
CUST-10805,61,25,194.36,264,59,Email Referral,Germany,Silver,0.084,0,13117.42
CUST-10806,123,11,319.61,355,66,Organic Search,Germany,Bronze,0.03,1,1874.77
CUST-10807,117,11,47.45,523,47,Email Referral,United States,Silver,0.103,0,1440.06
CUST-10808,27,2,53.88,473,67,Email Referral,Germany,Gold,0.019,0,341.57
CUST-10809,6,22,129.04,376,24,Organic Search,Germany,Standard,0.042,0,5210.12
CUST-10810,189,15,72.83,392,30,Email Referral,Australia,Gold,0.046,1,1038.39
CUST-10811,83,20,140.31,205,39,Email Referral,United Kingdom,Gold,0.104,0,10545.62
CUST-10812,6,5,193.41,225,62,Paid Social,France,Bronze,0.064,0,2078.73
CUST-10813,115,9,122.13,327,19,Direct,Germany,Bronze,0.047,0,2350.08
CUST-10814,92,11,94.62,151,25,Paid Social,United States,Standard,0.022,0,1833.72
CUST-10815,33,7,188.62,175,38,Organic Search,Germany,Bronze,0.099,0,2873.19
CUST-10816,41,1,45.23,98,37,Email Referral,United Kingdom,Bronze,0.161,1,135.95
CUST-10817,23,11,82.31,450,28,Email Referral,United Kingdom,Standard,0.267,0,1723.21
CUST-10818,3,6,146.54,88,51,Direct,Indonesia,Standard,0.278,0,1592.7
CUST-10819,19,17,158.36,328,61,Organic Search,France,Bronze,0.316,0,5775.95
CUST-10820,74,15,176.81,174,22,Paid Social,United Kingdom,Platinum,0.013,0,15290.38
CUST-10821,1,6,87.25,275,65,Paid Social,France,Standard,0.05,0,979.2
CUST-10822,19,12,48.29,78,47,Google Ads,United Kingdom,Standard,0.074,0,1053.25
CUST-10823,23,6,74.11,297,50,Paid Social,United Kingdom,Silver,0.157,0,1237.84
CUST-10824,35,12,66.1,85,29,Google Ads,Germany,Standard,0.058,0,1449.95
CUST-10825,114,7,65.84,250,22,Organic Search,Germany,Platinum,0.496,1,677.9
CUST-10826,20,8,35.47,56,18,Paid Social,United States,Bronze,0.028,0,552.11
CUST-10827,20,3,61.31,170,52,Organic Search,France,Gold,0.145,0,688.74
CUST-10828,61,1,212.05,385,42,Direct,Australia,Silver,0.073,1,238.68
CUST-10829,28,32,82.19,296,21,Organic Search,Indonesia,Silver,0.154,0,7125.7
CUST-10830,12,9,166.59,36,26,Paid Social,United Kingdom,Standard,0.126,0,2757.18
CUST-10831,28,9,35.93,164,66,Organic Search,United States,Standard,0.367,0,682.63
CUST-10832,7,7,100.55,366,61,Direct,Indonesia,Standard,0.056,0,1207.97
CUST-10833,9,10,99.77,213,68,Email Referral,Australia,Gold,0.021,0,3901.26
CUST-10834,32,9,190.56,57,20,Direct,United Kingdom,Bronze,0.093,0,3753.14
CUST-10835,25,20,123.78,110,47,Organic Search,Indonesia,Standard,0.063,0,4514.18
CUST-10836,111,16,88.26,272,37,Organic Search,United Kingdom,Standard,0.06,0,2508.38
CUST-10837,21,12,162.09,70,27,Paid Social,Germany,Standard,0.428,0,3537.35
CUST-10838,40,6,129.7,261,37,Email Referral,Germany,Silver,0.024,1,485.22
CUST-10839,46,21,80.31,242,57,Paid Social,Indonesia,Standard,0.152,0,3043.2
CUST-10840,1,15,161.22,56,20,Email Referral,Germany,Standard,0.144,0,4369.78
CUST-10841,50,4,189.8,208,28,Organic Search,Germany,Bronze,0.253,1,398.03
CUST-10842,9,22,212.14,324,32,Email Referral,France,Standard,0.051,0,8458.27
CUST-10843,147,17,106.64,246,69,Paid Social,United Kingdom,Standard,0.156,0,3237.19
CUST-10844,8,17,150.29,74,45,Paid Social,Germany,Standard,0.048,0,4498.27
CUST-10845,25,29,152.7,257,61,Email Referral,Germany,Gold,0.175,0,16726.79
CUST-10846,5,9,44.33,33,52,Organic Search,Germany,Standard,0.11,0,780.82
CUST-10847,260,1,180.75,596,24,Direct,United Kingdom,Bronze,0.146,1,220.4
CUST-10848,32,5,153.76,564,50,Google Ads,United Kingdom,Bronze,0.551,0,1726.39
CUST-10849,41,15,79.09,658,59,Paid Social,United Kingdom,Bronze,0.38,0,2615.86
CUST-10850,4,20,154.41,120,66,Paid Social,Indonesia,Standard,0.165,0,5539.83
CUST-10851,63,10,50.56,253,55,Organic Search,United Kingdom,Standard,0.136,0,1025.25
CUST-10852,11,9,176.33,376,36,Paid Social,Germany,Standard,0.127,0,2890.76
CUST-10853,103,13,132.13,163,61,Paid Social,United Kingdom,Standard,0.177,0,3128.01
CUST-10854,11,15,87.53,31,46,Paid Social,France,Bronze,0.144,0,2867.38
CUST-10855,10,11,54.42,112,19,Google Ads,United Kingdom,Standard,0.169,0,1019.6
CUST-10856,2,8,77.76,405,61,Organic Search,United Kingdom,Standard,0.056,0,1138.94
CUST-10857,29,17,50.22,170,36,Organic Search,United Kingdom,Standard,0.103,0,1464.0
CUST-10858,38,4,168.7,188,26,Paid Social,France,Bronze,0.087,0,1498.92
CUST-10859,4,8,162.07,230,23,Email Referral,Indonesia,Gold,0.392,0,4917.81
CUST-10860,68,10,194.81,236,34,Organic Search,United Kingdom,Standard,0.274,0,3474.98
CUST-10861,28,15,56.46,53,19,Paid Social,United States,Standard,0.046,0,1580.73
CUST-10862,34,14,53.16,197,56,Organic Search,United Kingdom,Standard,0.007,0,1321.71
CUST-10863,27,9,50.03,229,23,Google Ads,United Kingdom,Standard,0.137,0,793.77
CUST-10864,24,11,65.84,223,31,Paid Social,United Kingdom,Standard,0.089,0,1330.33
CUST-10865,37,10,209.03,286,66,Google Ads,Indonesia,Standard,0.022,0,3761.75
CUST-10866,8,6,221.13,155,43,Paid Social,France,Gold,0.186,0,5026.9
CUST-10867,10,5,115.72,439,35,Google Ads,United Kingdom,Silver,0.042,0,1613.84
CUST-10868,90,10,384.36,217,23,Email Referral,United Kingdom,Platinum,0.067,0,22102.22
CUST-10869,132,5,73.85,278,29,Google Ads,France,Standard,0.405,1,125.01
CUST-10870,22,19,101.69,309,55,Google Ads,United Kingdom,Gold,0.385,0,7291.74
CUST-10871,15,13,469.53,352,39,Paid Social,United Kingdom,Silver,0.199,0,16477.36
CUST-10872,47,17,110.64,250,31,Paid Social,United States,Gold,0.028,0,7141.83
CUST-10873,24,3,205.71,63,30,Google Ads,United Kingdom,Standard,0.29,0,1207.92
CUST-10874,2,12,176.89,89,26,Paid Social,France,Bronze,0.01,0,4582.85
CUST-10875,8,11,81.92,26,67,Organic Search,United Kingdom,Bronze,0.384,0,1948.23
CUST-10876,57,9,441.82,135,59,Google Ads,United Kingdom,Bronze,0.142,0,8556.41
CUST-10877,49,6,181.58,216,49,Paid Social,Indonesia,Bronze,0.294,0,2314.63
CUST-10878,2,8,133.31,311,27,Organic Search,Indonesia,Silver,0.186,0,2913.36
CUST-10879,12,2,58.33,185,44,Email Referral,France,Platinum,0.043,0,673.91
CUST-10880,12,13,120.51,34,31,Google Ads,Germany,Silver,0.199,0,4292.25
CUST-10881,51,3,216.66,119,26,Google Ads,Germany,Gold,0.223,0,2513.83
CUST-10882,1,8,117.63,171,26,Email Referral,Germany,Bronze,0.047,0,2076.12
CUST-10883,5,17,135.96,242,43,Organic Search,United States,Bronze,0.015,0,4919.4
CUST-10884,73,5,168.31,450,49,Email Referral,United States,Standard,0.016,0,1548.96
CUST-10885,9,3,47.96,641,58,Email Referral,United States,Standard,0.033,0,212.25
CUST-10886,48,8,59.77,463,52,Organic Search,Germany,Gold,0.083,0,1713.25
CUST-10887,13,8,184.71,141,43,Direct,United States,Gold,0.102,0,5596.68
CUST-10888,5,4,104.94,267,58,Organic Search,United Kingdom,Bronze,0.307,0,974.58
CUST-10889,13,15,128.5,77,62,Paid Social,United Kingdom,Silver,0.103,0,5239.84
CUST-10890,58,11,137.88,84,59,Organic Search,France,Standard,0.303,0,2685.94
CUST-10891,88,10,109.01,113,20,Direct,United Kingdom,Standard,0.148,0,2102.0
CUST-10892,80,9,339.2,144,47,Organic Search,Germany,Silver,0.138,0,8283.39
CUST-10893,23,4,242.49,44,46,Paid Social,France,Standard,0.205,0,1703.84
CUST-10894,50,7,83.71,406,37,Google Ads,Germany,Standard,0.2,0,952.46
CUST-10895,11,9,102.91,147,21,Organic Search,United Kingdom,Standard,0.376,0,1656.91
CUST-10896,16,7,213.09,330,31,Organic Search,Indonesia,Standard,0.095,0,2586.74
CUST-10897,102,5,208.23,623,62,Organic Search,United Kingdom,Standard,0.005,1,417.03
CUST-10898,1,8,69.82,934,69,Paid Social,Indonesia,Standard,0.2,0,920.46
CUST-10899,5,15,73.39,518,56,Paid Social,United Kingdom,Gold,0.139,0,4123.53
CUST-10900,11,7,126.22,252,38,Email Referral,France,Gold,0.019,0,3313.1
CUST-10901,2,14,255.72,122,24,Organic Search,Indonesia,Standard,0.415,0,6400.46
CUST-10902,10,15,83.18,189,23,Email Referral,Indonesia,Silver,0.19,0,3483.8
CUST-10903,40,11,193.11,360,57,Direct,Indonesia,Standard,0.23,0,3814.24
CUST-10904,25,12,89.2,450,23,Google Ads,Indonesia,Silver,0.117,0,2956.49
CUST-10905,101,7,132.18,680,42,Email Referral,Germany,Bronze,0.079,1,528.1
CUST-10906,77,7,237.15,328,21,Direct,Germany,Silver,0.383,0,4471.78
CUST-10907,19,17,52.14,173,54,Direct,France,Bronze,0.152,0,1890.67
CUST-10908,14,15,138.84,650,42,Email Referral,Indonesia,Standard,0.304,0,3816.23
CUST-10909,22,11,61.98,610,35,Organic Search,United States,Silver,0.024,0,1789.0
CUST-10910,41,15,357.12,172,51,Direct,United States,Bronze,0.059,0,11539.35
CUST-10911,15,16,110.65,218,42,Google Ads,France,Silver,0.182,0,4747.99
CUST-10912,45,5,223.11,358,39,Organic Search,France,Standard,0.288,1,505.73
CUST-10913,24,10,48.99,141,63,Direct,Indonesia,Bronze,0.072,0,1012.75
CUST-10914,37,8,254.29,370,31,Paid Social,United Kingdom,Standard,0.296,0,3708.61
CUST-10915,26,6,206.46,62,54,Paid Social,United Kingdom,Gold,0.046,0,4736.25
CUST-10916,16,18,278.62,149,28,Paid Social,Australia,Gold,0.247,0,18921.42
CUST-10917,134,16,223.3,267,44,Paid Social,Germany,Standard,0.357,1,1634.13
CUST-10918,65,16,88.46,287,43,Paid Social,Germany,Silver,0.176,0,3779.47
CUST-10919,7,3,38.11,44,69,Email Referral,Indonesia,Standard,0.068,0,214.73
CUST-10920,92,12,123.3,126,52,Paid Social,United States,Gold,0.181,0,5651.39
CUST-10921,31,5,111.41,461,33,Paid Social,United Kingdom,Standard,0.097,0,1007.85
CUST-10922,102,16,140.07,182,69,Email Referral,United Kingdom,Standard,0.097,0,4028.76
CUST-10923,73,18,155.62,159,57,Organic Search,United States,Standard,0.043,0,5156.47
CUST-10924,25,13,271.2,309,37,Direct,United States,Silver,0.043,0,9537.13
CUST-10925,2,15,228.42,113,32,Email Referral,United Kingdom,Standard,0.13,0,6125.18
CUST-10926,15,14,261.02,352,31,Email Referral,United States,Bronze,0.139,0,7847.2
CUST-10927,36,3,111.88,143,63,Paid Social,Germany,Bronze,0.228,0,838.95
CUST-10928,46,6,210.72,318,25,Direct,Germany,Standard,0.135,0,2238.75
CUST-10929,14,8,205.59,163,41,Organic Search,Australia,Bronze,0.172,0,3517.53
CUST-10930,7,7,265.63,516,50,Organic Search,Germany,Standard,0.276,0,3348.28
CUST-10931,82,10,123.15,168,33,Google Ads,United Kingdom,Gold,0.022,0,4691.66
CUST-10932,188,3,335.17,284,44,Email Referral,United Kingdom,Standard,0.239,1,390.45
CUST-10933,34,7,344.73,680,45,Organic Search,United Kingdom,Gold,0.06,0,9107.63
CUST-10934,9,10,66.63,264,61,Email Referral,Australia,Bronze,0.152,0,1372.14
CUST-10935,15,4,135.26,296,31,Paid Social,United Kingdom,Bronze,0.234,0,1161.0
CUST-10936,1,2,183.41,79,26,Paid Social,Germany,Standard,0.112,0,701.35
CUST-10937,111,12,156.5,262,63,Email Referral,France,Standard,0.209,0,3367.84
CUST-10938,6,12,63.98,88,30,Direct,United Kingdom,Bronze,0.164,0,1756.83
CUST-10939,39,6,69.84,108,68,Direct,France,Standard,0.108,0,711.94
CUST-10940,15,10,72.95,167,39,Direct,United Kingdom,Standard,0.227,0,1323.99
CUST-10941,37,15,74.16,844,47,Paid Social,United Kingdom,Standard,0.011,0,2067.69
CUST-10942,48,8,143.91,106,49,Paid Social,Australia,Standard,0.129,0,2122.75
CUST-10943,80,11,363.0,144,33,Email Referral,United Kingdom,Standard,0.254,1,1928.98
CUST-10944,11,6,58.98,76,68,Email Referral,France,Platinum,0.296,0,2054.54
CUST-10945,1,5,119.94,298,42,Paid Social,United States,Bronze,0.051,0,1250.61
CUST-10946,7,19,131.06,150,66,Email Referral,United Kingdom,Silver,0.113,0,6727.57
CUST-10947,104,15,315.41,206,40,Email Referral,United Kingdom,Standard,0.127,0,8474.16
CUST-10948,94,7,199.57,443,54,Direct,United States,Standard,0.164,1,634.67
CUST-10949,41,13,150.38,119,45,Organic Search,France,Bronze,0.525,0,4284.35
CUST-10950,42,8,68.09,146,20,Email Referral,United Kingdom,Silver,0.305,0,1505.58
CUST-10951,50,6,160.75,78,40,Paid Social,France,Bronze,0.157,0,2078.1
CUST-10952,9,8,220.48,46,50,Organic Search,Indonesia,Bronze,0.096,0,3775.55
CUST-10953,111,14,57.8,152,56,Paid Social,United Kingdom,Standard,0.191,0,1472.82
CUST-10954,25,13,149.86,116,42,Organic Search,United Kingdom,Platinum,0.304,0,11248.01
CUST-10955,22,8,177.6,170,42,Paid Social,United Kingdom,Bronze,0.109,0,3006.23
CUST-10956,33,26,194.94,48,56,Organic Search,France,Standard,0.053,0,9072.24
CUST-10957,3,11,180.91,55,38,Direct,Indonesia,Standard,0.23,0,3567.54
CUST-10958,9,11,244.32,58,48,Organic Search,Indonesia,Standard,0.292,0,4770.96
CUST-10959,61,1,55.5,128,66,Google Ads,United Kingdom,Standard,0.142,1,0.0
CUST-10960,4,27,256.82,51,47,Direct,Indonesia,Silver,0.234,0,18670.65
CUST-10961,42,6,50.45,96,56,Paid Social,United States,Standard,0.318,0,563.99
CUST-10962,13,1,186.84,770,62,Organic Search,France,Standard,0.128,0,341.41
CUST-10963,23,6,253.32,200,62,Email Referral,France,Bronze,0.093,0,3260.79
CUST-10964,16,4,94.14,289,59,Organic Search,United States,Bronze,0.173,0,766.56
CUST-10965,20,6,73.51,343,69,Organic Search,Indonesia,Bronze,0.176,0,971.13
CUST-10966,58,12,93.76,271,51,Email Referral,United States,Bronze,0.347,0,2446.08
CUST-10967,16,15,97.2,250,55,Paid Social,United Kingdom,Standard,0.038,0,2686.54
CUST-10968,38,5,109.89,233,24,Email Referral,France,Bronze,0.238,0,1061.25
CUST-10969,30,15,202.01,233,44,Email Referral,United States,Platinum,0.239,0,17366.36
CUST-10970,50,13,124.98,539,30,Google Ads,United Kingdom,Silver,0.173,0,4433.7
CUST-10971,125,3,160.39,176,46,Organic Search,United Kingdom,Standard,0.231,1,240.2
CUST-10972,60,12,90.92,132,40,Organic Search,United States,Bronze,0.221,0,2403.35
CUST-10973,11,19,83.35,43,25,Email Referral,United Kingdom,Standard,0.035,0,2805.96
CUST-10974,2,3,86.05,343,38,Google Ads,United Kingdom,Standard,0.28,0,445.21
CUST-10975,14,21,157.74,136,30,Google Ads,United Kingdom,Silver,0.037,0,8879.98
CUST-10976,41,20,173.87,483,43,Email Referral,United Kingdom,Standard,0.455,0,6142.56
CUST-10977,3,3,217.16,113,60,Email Referral,Indonesia,Gold,0.328,0,2469.57
CUST-10978,31,2,180.55,151,27,Email Referral,United States,Standard,0.159,0,720.76
CUST-10979,41,4,138.34,163,46,Organic Search,United Kingdom,Silver,0.041,0,1485.69
CUST-10980,19,16,113.23,204,44,Email Referral,United Kingdom,Standard,0.048,0,3225.21
CUST-10981,67,20,59.28,343,21,Paid Social,United Kingdom,Bronze,0.04,0,2504.92
CUST-10982,6,21,93.17,98,59,Paid Social,Germany,Standard,0.031,0,3577.52
CUST-10983,4,10,45.73,198,48,Google Ads,United Kingdom,Standard,0.145,0,827.19
CUST-10984,59,7,132.96,115,34,Google Ads,Indonesia,Silver,0.113,0,2519.01
CUST-10985,31,21,81.2,191,25,Organic Search,Indonesia,Gold,0.042,0,6373.46
CUST-10986,53,12,102.02,210,69,Direct,Indonesia,Gold,0.414,0,4581.79
CUST-10987,26,9,148.67,436,54,Organic Search,United States,Standard,0.116,0,2445.2
CUST-10988,13,2,103.04,435,37,Organic Search,France,Silver,0.165,0,530.1
CUST-10989,77,5,82.11,212,64,Direct,France,Silver,0.027,0,1075.91
CUST-10990,73,2,78.01,92,27,Paid Social,Australia,Standard,0.1,0,406.31
CUST-10991,54,15,245.86,404,68,Google Ads,France,Bronze,0.263,0,7969.34
CUST-10992,15,5,137.66,30,67,Organic Search,France,Standard,0.411,0,1230.32
CUST-10993,41,7,171.04,173,61,Google Ads,United States,Standard,0.375,0,2148.32
CUST-10994,21,12,73.26,39,51,Google Ads,United Kingdom,Silver,0.087,0,2339.72
CUST-10995,5,19,59.95,98,56,Paid Social,Australia,Standard,0.119,0,2046.66
CUST-10996,113,2,32.51,310,28,Email Referral,United Kingdom,Standard,0.105,1,126.26
CUST-10997,7,12,94.36,105,64,Direct,France,Standard,0.185,0,2058.83
CUST-10998,136,10,308.24,621,29,Paid Social,United Kingdom,Bronze,0.522,0,6578.22
CUST-10999,27,7,163.93,226,27,Paid Social,Indonesia,Standard,0.336,0,2043.65
CUST-11000,10,25,96.79,212,30,Email Referral,Australia,Standard,0.292,0,4360.76
CUST-11001,36,14,208.69,135,51,Paid Social,Germany,Bronze,0.032,0,6235.47
CUST-11002,93,5,56.38,115,47,Direct,Indonesia,Bronze,0.492,0,585.51
CUST-11003,60,13,228.15,316,32,Organic Search,United Kingdom,Standard,0.087,0,5290.66
CUST-11004,74,11,255.15,315,25,Paid Social,United Kingdom,Platinum,0.159,0,16146.49
CUST-11005,49,11,96.17,199,55,Email Referral,United Kingdom,Silver,0.237,0,2859.75
CUST-11006,54,16,104.38,165,53,Paid Social,United Kingdom,Bronze,0.44,0,3642.31
CUST-11007,86,3,146.85,240,57,Organic Search,France,Silver,0.213,1,239.68
CUST-11008,13,6,58.78,275,69,Paid Social,United States,Standard,0.254,0,630.54
CUST-11009,31,18,124.04,270,39,Google Ads,United Kingdom,Bronze,0.184,0,4806.31
CUST-11010,12,21,361.47,220,22,Paid Social,United Kingdom,Gold,0.201,0,28682.48
CUST-11011,198,20,86.38,634,49,Paid Social,United Kingdom,Standard,0.204,0,3068.71
CUST-11012,130,8,115.03,314,37,Email Referral,United Kingdom,Silver,0.153,0,2482.28
CUST-11013,2,8,118.35,19,40,Email Referral,United Kingdom,Standard,0.026,0,1728.92
CUST-11014,56,11,210.66,244,57,Email Referral,United Kingdom,Bronze,0.072,0,4935.69
CUST-11015,117,3,157.78,302,63,Paid Social,Germany,Standard,0.041,1,299.42
CUST-11016,9,6,204.12,36,66,Organic Search,Indonesia,Bronze,0.258,0,2692.48
CUST-11017,38,6,93.94,153,69,Email Referral,United Kingdom,Bronze,0.071,0,1138.73
CUST-11018,112,9,180.36,316,19,Paid Social,Indonesia,Standard,0.094,1,802.8
CUST-11019,2,4,58.25,236,36,Paid Social,Germany,Bronze,0.231,0,579.01
CUST-11020,54,13,45.77,471,43,Organic Search,France,Bronze,0.176,0,1260.08
CUST-11021,16,10,221.11,362,53,Organic Search,United States,Silver,0.023,0,5980.25
CUST-11022,117,17,72.66,154,31,Google Ads,United Kingdom,Bronze,0.09,0,2672.6
CUST-11023,160,9,36.49,343,24,Paid Social,Australia,Standard,0.055,1,78.91
CUST-11024,130,14,124.62,308,33,Organic Search,United Kingdom,Bronze,0.093,0,3819.86
CUST-11025,29,8,173.22,109,27,Organic Search,Germany,Bronze,0.323,0,2899.2
CUST-11026,90,5,42.65,141,60,Organic Search,United Kingdom,Gold,0.056,1,215.99
CUST-11027,84,4,105.71,139,39,Paid Social,Germany,Standard,0.106,0,839.51
CUST-11028,18,11,167.1,68,43,Email Referral,Germany,Standard,0.329,1,742.71
CUST-11029,80,14,162.8,390,22,Organic Search,Indonesia,Bronze,0.056,0,4908.42
CUST-11030,2,12,35.5,45,29,Paid Social,Germany,Bronze,0.484,0,977.15
CUST-11031,41,5,141.07,111,41,Organic Search,France,Gold,0.133,0,2686.34
CUST-11032,12,3,147.83,71,41,Organic Search,Australia,Standard,0.169,0,839.96
CUST-11033,6,5,125.04,245,32,Google Ads,Germany,Bronze,0.244,1,303.24
CUST-11034,4,10,230.23,50,41,Email Referral,Germany,Standard,0.031,0,4097.1
CUST-11035,54,13,110.78,73,41,Google Ads,Australia,Bronze,0.079,0,3100.72
CUST-11036,19,6,175.83,118,59,Organic Search,United States,Silver,0.053,0,2861.71
CUST-11037,59,8,138.26,139,43,Paid Social,Indonesia,Gold,0.146,0,4210.98
CUST-11038,4,3,155.82,110,51,Paid Social,United Kingdom,Silver,0.109,0,1284.37
CUST-11039,18,19,131.82,285,35,Email Referral,France,Bronze,0.193,0,5458.83
CUST-11040,35,7,120.88,52,60,Paid Social,United Kingdom,Bronze,0.089,0,1833.5
CUST-11041,71,7,250.6,92,54,Email Referral,Indonesia,Bronze,0.164,0,3736.69
CUST-11042,18,17,87.92,86,23,Organic Search,Indonesia,Bronze,0.302,0,3160.67
CUST-11043,45,5,83.76,456,62,Paid Social,United Kingdom,Gold,0.12,0,1620.98
CUST-11044,98,10,241.92,146,42,Google Ads,United Kingdom,Standard,0.339,0,4404.85
CUST-11045,44,14,89.04,1106,34,Paid Social,United Kingdom,Standard,0.079,0,2342.38
